Rank,Team,Player,"Fantasy Position",Games,ADP,Bye,SOS,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
83,LVR,"Geno Smith",QB,17,10.10,8,-1.4%,33%,250.7,262,272,321.5,24.5
84,ATL,"Michael Penix Jr.",QB,17,8.09,5,3.3%,15%,248.2,254,270,329.1,24.4
85,DET,"David Montgomery",RB,17,7.01,8,-6.6%,95%,176.6,191,218,261.6,24
86,BUF,"Dalton Kincaid",TE,17,10.11,7,4.6%,85%,162.3,174,205,265.1,23.5
87,DEN,"Evan Engram",TE,17,8.10,12,1.9%,71%,158.1,193,203,255.4,23.2
88,SEA,"Sam Darnold",QB,17,11.02,8,4%,30%,245,239,266,319.6,23.1
89,TEN,"Calvin Ridley",WR,17,8.07,10,1.2%,39%,179.8,203,225,254,23
90,IND,"Zaire Franklin",LB,17,,11,9.6%,0%,120.2,154,154,184.9,22.9
91,KC,"Isiah Pacheco",RB,17,7.07,10,-1%,93%,153.5,184,216,268.1,22.8
92,CLE,"Jerry Jeudy",WR,17,8.08,9,-2.2%,50%,187.7,212,211,267.8,22.7
93,NO,"Chris Olave",WR,17,8.05,11,-1%,75%,166.9,195,217,277.4,22.5
94,JAC,"Travis Hunter",WR,17,6.06,8,-1.2%,37%,155.1,191,210,299.7,22.4
95,SF,"Ricky Pearsall",WR,17,9.03,14,1.1%,54%,170.3,184,208,294.9,22.2
96,CHI,"D'Andre Swift",RB,17,7.10,5,-3.4%,82%,148.2,192,209,267.1,22.1
97,DEN,"RJ Harvey",RB,17,6.05,12,-3%,68%,156.1,191,205,271.2,22.1
98,TEN,"Cameron Ward",QB,17,8.12,10,2.1%,22%,224.3,245,255,323.7,22
99,DAL,"Jake Ferguson",TE,17,11.09,10,-6.4%,70%,163.4,187,210,228.4,21.7
100,MIN,"Aaron Jones",RB,17,8.04,6,-3.5%,94%,161.9,187,205,262.2,21.7
101,WAS,"Deebo Samuel",WR,17,9.09,12,-0.2%,94%,177.2,191,219,251.6,21.4
102,LAR,"Matthew Stafford",QB,17,10.03,8,4.9%,33%,227.1,247,250,317,21.3
103,IND,"Daniel Jones",QB,11,14.12,11,2.2%,30%,179.1,279,239,348.6,21.3
104,PIT,"Aaron Rodgers",QB,17,12.11,5,-2.5%,29%,239.4,228,249,319.1,21.1
105,DET,"Brian Branch",DB,17,,8,-5.4%,0%,101.6,96,135,169.4,21.1
106,CHI,"Rome Odunze",WR,17,7.12,5,0.5%,52%,181.1,188,197,289.4,21
107,TB,"Emeka Egbuka",WR,17,9.12,9,0.7%,26%,178.5,181,198,291.6,20.8
108,IND,"Josh Downs",WR,17,11.05,11,-0.9%,71%,176.5,179,203,274,20.1
109,GB,"Tucker Kraft",TE,17,10.08,5,-4.1%,38%,162.4,181,196,246.5,20
110,LVR,"Jakobi Meyers",WR,17,9.05,8,-0.8%,68%,176.4,194,215,230.2,19.5
111,BAL,"Roquan Smith",LB,17,,7,4.4%,12%,122.5,157,146,175,19.2
112,TB,"Antoine Winfield Jr.",DB,17,,9,-2.2%,0%,96.1,125,128,171.8,19.1
113,MIN,"Jordan Addison",WR,14,8.11,6,-0.6%,85%,170.8,184,203,258.2,19
114,ARI,"Budda Baker",DB,17,,8,8.2%,21%,99.1,120,130,163,18.7
115,BUF,"Khalil Shakir",WR,17,10.09,7,1.1%,53%,177.6,182,209,236.1,18.6
116,IND,"Michael Pittman Jr.",WR,17,11.10,11,-0.9%,93%,175.9,188,193,263,18.4
117,NYG,"Russell Wilson",QB,12,13.06,14,-5.4%,22%,163.4,217,248,314.5,18.3
118,GB,"Matthew Golden",WR,17,9.07,5,-0.7%,70%,161.1,184,185,285.1,18
119,PHI,"Dallas Goedert",TE,17,12.04,9,-4.5%,85%,166.2,179,193,233.8,17.9
120,SF,"Jauan Jennings",WR,17,10.07,14,1.1%,71%,162.4,181,191,267.4,17.6
121,IND,"Anthony Richardson",QB,6,14.10,11,2.2%,75%,61.9,78,119,184.5,17.5
122,NE,"Stefon Diggs",WR,17,10.05,14,1.1%,42%,160.2,184,195,257.9,17.4
123,NYG,"Tyrone Tracy Jr.",RB,17,9.08,14,-4.6%,85%,127,180,190,227.5,16.2
124,LAC,"Daiyan Henley",LB,17,,12,11.4%,0%,110.9,83,139,173.3,15.6
125,CHI,"Kevin Byard",DB,17,,5,-1.5%,0%,90.9,115,126,151.6,15.4
126,PIT,"Jaylen Warren",RB,17,10.02,5,-1.3%,77%,141,172,185,217,15.1
127,PHI,"Zack Baun",LB,17,,9,-6.1%,0%,109.3,84,137,175,15.1
128,BAL,"Kyle Hamilton",DB,17,,7,4.4%,29%,95.7,119,120,155.6,14.9
129,IND,"Nick Cross",DB,17,,11,9.6%,0%,99,67,118,153.2,14.3
130,BUF,"Keon Coleman",WR,17,12.01,7,1.1%,55%,145.2,168,179,258.2,14
131,LAC,"Derwin James",DB,17,,12,11.4%,32%,88.2,131,116,162.6,14
132,CLE,"Joe Flacco",QB,9,16.01,9,-5.1%,18%,66.5,129,133,188.9,13.8
133,NO,"Rashid Shaheed",WR,17,12.07,11,-1%,49%,160,165,180,242.7,13.7
134,GB,"Edgerrin Cooper",LB,17,,5,-4.4%,0%,107.2,70,134,174.1,13.7
135,CAR,"Ryan Fitzgerald",K,17,158.07,14,5.8%,0%,119.1,,131,163.6,13.7
136,ATL,"Darnell Mooney",WR,17,12.05,5,1.4%,84%,159.9,171,182,232.6,13.5
137,NYG,"Jaxson Dart",QB,4,14.11,14,-5.4%,33%,33.3,66,67,109.3,13.3
138,DET,"Aidan Hutchinson",DL,17,,8,-5.4%,20%,83.3,95,99,124,13.3
139,NO,"Spencer Rattler",QB,9,19.01,11,3.3%,29%,51.9,164,130,175.3,13.2
140,PIT,"Kaleb Johnson",RB,17,7.11,5,-1.3%,30%,119.6,168,164,240.9,13.1
141,GB,"Jayden Reed",WR,17,11.03,5,-0.7%,33%,129.5,153,185,251.7,13
142,HOU,"Will Anderson Jr.",DL,17,,6,-3.4%,24%,78.1,88,98,123,12.6
143,SEA,"Cooper Kupp",WR,17,10.04,8,1.5%,63%,149.3,175,168,246.6,12.3
144,TB,"Chris Godwin",WR,12,10.01,9,0.7%,58%,123.5,199,176,229.3,12.1
145,CHI,"Colston Loveland",TE,17,9.11,5,-1%,39%,136.1,158,170,261.9,12.1
146,CHI,"Jaquan Brisker",DB,17,,5,-1.5%,0%,79.5,115,114,153.4,11.6
147,HOU,"Christian Kirk",WR,17,13.10,6,0.3%,88%,151.6,150,181,223.8,11.5
148,WAS,"Zach Ertz",TE,17,13.05,12,-6.2%,52%,140.1,170,182,222,11.5
149,JAC,"Travis Etienne",RB,17,9.01,8,0.6%,71%,120.2,142,167,223.7,11.4
150,MIN,"Jordan Mason",RB,17,11.01,6,-3.5%,43%,134.6,134,158,235.9,11.2
151,NE,"Robert Spillane",LB,17,,14,6.7%,0%,100.9,132,134,161.4,11
152,KC,"Marquise Brown",WR,17,15.08,10,0.6%,69%,143.2,148,175,234,10.9
153,DEN,"J.K. Dobbins",RB,17,11.08,12,-3%,57%,120.5,150,161,220.2,10.8
154,WAS,"Austin Ekeler",RB,17,12.08,12,-3.9%,73%,113.9,158,168,201.1,10.6
155,MIN,"Andrew Van Ginkel",DL,17,,6,-3.3%,0%,73.1,74,97,113,10.6
156,GB,"Micah Parsons",DL,16,,5,-4.4%,27%,81.5,112,96,119.9,10.6
157,DEN,"Brandon Jones",DB,17,,12,7.7%,19%,82.9,118,109,152.8,10.3
158,LAR,"Kamren Kinchens",DB,17,,8,-0.6%,0%,79.1,50,113,147,10.3
159,ATL,"Kaden Elliss",LB,17,,5,-2.4%,0%,107,107,129,159.8,10
160,CIN,"Logan Wilson",LB,17,,10,-11.8%,25%,105.7,129,129,161.1,10
161,SF,"Brandon Aiyuk",WR,11,11.12,14,1.1%,44%,116.2,162,173,230.7,9.8
162,CLE,"Carson Schwesinger",LB,17,,9,-7.3%,38%,104,,127,164.9,9.8
163,MIA,"Jordyn Brooks",LB,17,,12,-7.1%,28%,111.2,137,131,150.4,9.6
164,CLE,"Myles Garrett",DL,17,,9,-7.3%,18%,73.8,103,90,117.1,9.5
165,NO,"Tyler Shough",QB,8,16.03,11,3.3%,24%,42.4,56,121,157.4,9.5
166,NYG,"Tyler Nubin",DB,17,,14,-8.3%,0%,83.7,81,112,139.5,9.4
167,LVR,"Maxx Crosby",DL,17,,8,10.4%,0%,69.7,118,89,120.7,9.3
168,SF,"Fred Warner",LB,17,,14,15.5%,0%,106.6,149,125,163.1,9
169,LAC,"Keenan Allen",WR,17,14.03,12,-0.8%,62%,123.2,153,160,243.1,8.9
170,CAR,"Derrick Brown",DL,17,,14,0.7%,21%,69.9,90,93,108.1,8.8
171,LAR,"Jared Verse",DL,17,,8,-0.6%,0%,75.5,91,88,114.2,8.8
172,CLE,"Grant Delpit",DB,17,,9,-7.3%,14%,83,109,111,138.3,8.8
173,LVR,"Jeremy Chinn",DB,17,,8,10.4%,25%,83.1,100,111,138.6,8.8
174,DAL,"Brandon Aubrey",K,17,14.07,10,-4.2%,7%,143.2,159,167,176.5,8.6
175,GB,"Romeo Doubs",WR,17,18.02,5,-0.7%,54%,135.3,139,165,226,8.3
176,TEN,"Chigoziem Okonkwo",TE,17,15.12,10,4.1%,25%,136.8,159,175,217.5,8.3
177,BUF,"Terrel Bernard",LB,17,,7,9%,0%,101.8,148,121,169.6,8.2
178,SEA,"Ernest Jones",LB,17,,8,-0.5%,0%,100.7,139,121,169.9,8
179,CLE,"Dillon Gabriel",QB,6,25.08,9,-5.1%,0%,22.8,44,91,118.6,7.9
180,CLE,"Cedric Tillman",WR,17,15.09,9,-2.2%,39%,119.6,152,153,246.8,7.9
181,SF,"Nick Bosa",DL,17,,14,15.5%,0%,73.4,97,87,110.1,7.8
182,CIN,"Trey Hendrickson",DL,17,,10,-11.8%,13%,69.5,79,91,105.2,7.8
183,HOU,"Jayden Higgins",WR,17,11.11,6,0.3%,24%,126.2,148,158,230.3,7.6
184,TEN,"Jeffery Simmons",DL,17,,10,10%,22%,69.7,73,89,107.2,7.6
185,DEN,"Denver Broncos",DEF,17,18.03,12,7.7%,0%,105.6,113,115,136.6,7.5
186,NE,"Hunter Henry",TE,17,14.01,14,1.6%,55%,144.5,161,166,220.9,7.4
187,PIT,"T.J. Watt",DL,16,,5,3.5%,18%,69.7,118,92,113.8,7.4
188,IND,"DeForest Buckner",DL,17,,11,9.6%,8%,64.5,95,90,105.7,7.4
189,ATL,"Kyle Pitts",TE,17,11.04,5,5.4%,62%,135,158,161,236.3,7.2
190,ATL,"Jessie Bates",DB,17,,5,-2.4%,0%,80.9,121,101,151.7,7.1
191,SEA,"Julian Love",DB,17,,8,-0.5%,0%,88.4,131,104,140.5,7.1
192,BUF,"Buffalo Bills",DEF,17,22.11,7,9%,0%,104.8,112,119,132.2,7
193,MIN,"Jonathan Greenard",DL,17,,6,-3.3%,0%,63,86,88,105.1,6.7
194,LVR,"Germaine Pratt",LB,17,,8,10.4%,0%,93.5,122,117,175.3,6.7
195,NE,"Rhamondre Stevenson",RB,17,12.02,14,3.7%,71%,121.1,132,139,206.1,6.6
196,TB,"Cade Otton",TE,17,16.06,9,-2.6%,70%,142,149,173,209.5,6.6
197,PIT,"DeShon Elliott",DB,17,,5,3.5%,0%,79.2,4,108,136.7,6.6
198,BAL,"Baltimore Ravens",DEF,17,19.02,7,4.4%,0%,104.5,109,115,135.5,6.4
199,CLE,"Quinshon Judkins",RB,17,7.08,9,0.1%,47%,75.2,123,145,224.1,6.3
200,SEA,"Nick Emmanwori",DB,17,,8,-0.5%,0%,68.5,,102,153.3,6.3
201,HOU,"Joe Mixon",RB,11,7.06,6,2.3%,85%,63.9,140,160,190.1,6.2
202,DEN,"Riley Moss",DB,17,,12,7.7%,0%,76.9,5,107,136.7,6.2
203,PIT,"Jonnu Smith",TE,17,11.07,5,3%,57%,132.7,151,160,231.8,5.7
204,CAR,"Xavier Legette",WR,17,16.04,14,2%,75%,113.7,138,154,221.3,5.6
205,DEN,"Marvin Mims Jr.",WR,17,13.04,12,-1.3%,17%,112.8,143,157,213.1,5.6
206,SEA,"Zach Charbonnet",RB,17,10.12,8,3.4%,45%,113.9,144,132,201.3,5.6
207,DAL,"Javonte Williams",RB,17,11.06,10,-3.2%,50%,82.8,137,138,212.5,5.5
208,HOU,"Houston Texans",DEF,17,19.10,6,-3.4%,0%,103.2,111,113,131.5,5.5
209,GB,"Green Bay Packers",DEF,17,24.05,5,-4.4%,0%,102.6,110,115,132.6,5.5
210,LAC,"Cameron Dicker",K,17,14.09,12,-0.9%,7%,138.8,158,161,172.7,5.5
211,NYJ,"Jamien Sherwood",LB,17,,9,6.5%,0%,99.9,,119,160.5,5.3
212,PIT,"Pittsburgh Steelers",DEF,17,18.08,5,3.5%,0%,102.6,111,109,135.3,5.3
213,BUF,"Joshua Palmer",WR,17,15.11,7,1.1%,52%,131.1,135,151,210.9,5.1
214,WAS,"Bobby Wagner",LB,16,,12,5.7%,15%,103.6,149,122,151.1,5.1
215,NYG,"Brian Burns",DL,16,,14,-8.3%,0%,70.3,81,88,105.5,5
216,KC,"Kansas City Chiefs",DEF,17,23.09,10,-9.1%,0%,99.6,104,110,129.2,5
217,TB,"Lavonte David",LB,17,,9,-2.2%,33%,100.2,130,122,152.8,4.9
218,NYG,"Wan'Dale Robinson",WR,17,16.05,14,-2.7%,50%,126.3,149,154,194.1,4.8
219,JAC,"Tank Bigsby",RB,17,12.10,8,0.6%,49%,102,113,131,215.8,4.7
220,LAR,"Quentin Lake",DB,17,,8,-0.6%,0%,78.7,81,105,131.1,4.7
221,SF,"San Francisco 49ers",DEF,17,19.08,14,15.5%,0%,100.4,99,112,128.2,4.7
222,HOU,"Danielle Hunter",DL,17,,6,-3.4%,7%,70.8,103,80,104.5,4.5
223,CHI,"T.J. Edwards",LB,17,,5,-1.5%,0%,97.8,148,122,152.9,4.5
224,WAS,"Jacory Croskey-Merritt",RB,17,13.01,12,-3.9%,51%,90.7,137,124,217.3,4.4
225,CHI,"Montez Sweat",DL,17,,5,-1.5%,16%,66.3,83,83,99.4,4.3
226,BAL,"Rashod Bateman",WR,17,13.11,7,1.2%,38%,127.7,143,145,206,4.1
227,BAL,"Isaiah Likely",TE,15,13.12,7,4.6%,35%,126.1,146,156,235.1,4.1
228,BUF,"Gregory Rousseau",DL,17,,7,9%,0%,64.1,70,82,101.8,4.1
229,TEN,"Tyjae Spears",RB,13,13.07,10,-0.4%,65%,91.8,124,139,187.7,4
230,JAC,"Josh Hines-Allen",DL,17,,8,4.6%,17%,64.1,101,80,104.9,3.9
231,CHI,"Luther Burden III",WR,17,13.02,5,0.5%,48%,104.8,107,150,229.1,3.8
232,PHI,"Philadelphia Eagles",DEF,17,18.01,9,-6.1%,0%,96.6,115,105,129.2,3.7
233,WAS,"Matt Gay",K,17,130.04,12,-3.1%,0%,135.7,150,154,172.7,3.6
234,PHI,"Jake Elliott",K,17,16.12,9,-4.2%,0%,138.3,151,155,170.9,3.6
235,LAC,"Quentin Johnston",WR,17,19.05,12,-0.8%,70%,110.2,104,153,215.8,3.4
236,CIN,"Mike Gesicki",TE,17,17.10,10,0.5%,63%,128.7,147,159,219.2,3.4
237,DET,"Jake Bates",K,17,14.08,8,-8.9%,7%,137.7,154,153,172.9,3.4
238,NYG,"Cameron Skattebo",RB,17,10.06,14,-4.6%,41%,83.6,114,133,199.1,3.3
239,KC,"Harrison Butker",K,17,17.02,10,-3.1%,0%,141,147,150,174,3.2
240,HOU,"Ka'imi Fairbairn",K,17,17.07,6,1.2%,0%,139.6,141,152,172.9,3
241,TB,"Rachaad White",RB,17,13.08,9,2.1%,54%,105.5,112,129,186.6,2.9
242,DAL,"Dallas Cowboys",DEF,17,28.03,10,-11%,0%,98.4,98,107,128.4,2.7
243,DET,"Jack Campbell",LB,17,,8,-5.4%,0%,95.3,123,111,166.2,2.6
244,KC,"Nick Bolton",LB,17,,10,-9.1%,24%,96.8,146,114,159.4,2.6
245,GB,"Brandon McManus",K,17,139.03,5,-2.2%,0%,137.4,147,153,171,2.6
246,NE,"Demario Douglas",WR,17,16.07,14,1.1%,37%,119.1,131,142,200,2.5
247,JAC,"Brenton Strange",TE,17,15.01,8,3.7%,22%,130.4,153,150,223.3,2.3
248,NYJ,"Braelon Allen",RB,17,14.02,9,5%,37%,102.6,96,115,217.9,2.3
249,CLE,"Jerome Ford",RB,17,15.04,9,0.1%,59%,82.4,130,118,201.3,2.2
250,DAL,"Jaydon Blue",RB,17,12.06,10,-3.2%,17%,86.6,104,122,208.5,2.2
251,CAR,"Jalen Coker",WR,13,19.11,14,2%,8%,99.2,143,148,193.9,2.1
252,SEA,"Devon Witherspoon",DB,17,,8,-0.5%,17%,79.3,124,99,128.8,2.1
253,NE,"Kyle Dugger",DB,17,,14,6.7%,0%,75.5,115,101,125.9,2
254,NYJ,"New York Jets",DEF,17,23.12,9,6.5%,0%,99.7,94,108,125.7,2
255,CAR,"Trevon Moehrig",DB,17,,14,0.7%,0%,80.4,89,100,125.6,1.9
256,MIN,"Minnesota Vikings",DEF,17,19.06,6,-3.3%,0%,96,102,104,128.4,1.7
257,ARI,"Michael Wilson",WR,17,20.11,8,0.9%,51%,119.8,128,141,190.3,1.6
258,JAC,"Bhayshul Tuten",RB,17,13.09,8,0.6%,37%,85.7,97,108,233.1,1.6
259,NO,"Alontae Taylor",DB,17,,11,7.4%,0%,70.4,80,94,140.8,1.5
260,NE,"Harold Landry",DL,17,,14,6.7%,8%,56.8,95,81,93.3,1.5
261,LAC,"Tre Harris",WR,17,13.03,12,-0.8%,54%,99.4,117,133,222.8,1.3
262,MIN,"Blake Cashman",LB,17,,6,-3.3%,0%,99,125,118,143.7,1.3
263,PIT,"Patrick Queen",LB,16,,5,3.5%,0%,98.7,133,118,142.2,1.1
264,HOU,"Dalton Schultz",TE,17,19.03,6,2.3%,51%,128.3,143,157,203.5,1
265,JAC,"Foyesade Oluokun",LB,17,,8,4.6%,0%,97.6,162,115,149.3,1
266,CIN,"Evan McPherson",K,17,17.06,10,-1.8%,0%,138.4,151,146,174.8,0.8
267,TB,"Chase McLaughlin",K,17,17.03,9,4.9%,0%,138.2,150,146,173.1,0.7
268,LAR,"Kobie Turner",DL,17,,8,-0.6%,0%,60.3,71,75,98,0.6
269,NYG,"Darius Slayton",WR,17,21.12,14,-2.7%,51%,113.7,112,137,195.8,0.4
270,CLE,"Dylan Sampson",RB,17,14.05,9,0.1%,34%,79.1,103,110,207.5,0.4
271,DAL,"DaRon Bland",DB,17,,10,-11%,0%,61.1,60,94,141,0.4
272,NYG,"Abdul Carter",DL,17,,14,-8.3%,18%,57.2,,73,102.7,0.4
273,NYG,"Dexter Lawrence",DL,16,,14,-8.3%,16%,58.8,68,78,102,0.2
274,BAL,"Tyler Loop",K,17,17.05,7,-5.4%,0%,134,143,147,175.3,0.2
275,NO,"Juwan Johnson",TE,17,21.01,11,0.7%,36%,129.9,139,148,215.6,0.1
276,LVR,"Christian Wilkins",DL,17,,8,10.4%,0%,53.1,91,71,106.2,0.1
277,PIT,"Pat Freiermuth",TE,17,16.02,5,3%,72%,126.8,140,147,219.7,0
278,WAS,"Mike Sainristil",DB,17,,12,5.7%,0%,73.5,50,98,122.6,0
279,MIA,"Zach Sieler",DL,17,,12,-7.1%,0%,60.5,80,76,90.8,0
280,HOU,"Azeez Al-Shaair",LB,17,,6,-3.4%,0%,98,130,117,139.9,0
281,TEN,"Cody Barton",LB,17,,10,10%,0%,96.4,95,118,138.8,0
282,SEA,"Seattle Seahawks",DEF,17,23.02,8,-0.5%,0%,93,99,103,125,0
283,SF,"Russell Gage",WR,1,108.07,14,1.1%,35%,2.1,6,2,2.1,0
284,JAC,"Cam Little",K,17,16.11,8,3.7%,0%,134.4,141,153,169.5,0
285,LAR,"Los Angeles Rams",DEF,17,24.03,8,-0.6%,0%,93.6,99,103,125.5,-0.1
286,MIA,"Ashtyn Davis",DB,17,,12,-7.1%,0%,100.3,,100,100.3,-0.1
287,HOU,"Nick Chubb",RB,17,12.12,6,2.3%,31%,87.2,110,103,200.1,-0.2
288,TB,"Calijah Kancey",DL,17,,9,-2.2%,19%,51.1,44,73,102.3,-0.2
289,IND,"Alec Pierce",WR,17,20.04,11,-0.9%,63%,118.1,109,124,211.3,-0.3
290,MIN,"Josh Metellus",DB,17,,6,-3.3%,0%,76.1,104,91,131.4,-0.5
291,ATL,"Ray-Ray McCloud",WR,17,25.11,5,1.4%,0%,110.4,99,147,172.2,-0.6
292,MIA,"Darren Waller",TE,17,17.08,12,2.4%,66%,92.1,147,146,233.9,-0.6
293,NE,"Kyle Williams",WR,17,14.06,14,1.1%,11%,102.7,100,128,213.2,-0.7
294,NE,"New England Patriots",DEF,17,23.08,14,6.7%,0%,92.3,90,103,122,-0.7
295,ARI,"Jalen Thompson",DB,17,,8,8.2%,0%,72,92,90,135,-0.8
296,DEN,"Wil Lutz",K,17,25.01,12,-1.7%,0%,137.6,145,146,172.8,-0.8
297,MIA,"Minkah Fitzpatrick",DB,17,,12,-7.1%,32%,73.7,128,87,138.7,-0.9
298,GB,"Xavier McKinney",DB,17,,5,-4.4%,0%,73.4,100,92,128.5,-1
299,DET,"Detroit Lions",DEF,17,22.12,8,-5.4%,0%,91.9,102,101,126.3,-1
300,BUF,"Ray Davis",RB,17,14.04,7,-1.9%,41%,88.6,98,102,197.6,-1
301,WAS,"Frankie Luvu",LB,16,,12,5.7%,20%,95.9,129,114,142.7,-1.1
302,CAR,"Ja'Tavion Sanders",TE,17,19.12,14,1%,50%,113.9,126,136,246.7,-1.2
303,GB,"Quay Walker",LB,17,,5,-4.4%,0%,91.1,120,114,144.6,-1.3
304,ARI,"Josh Sweat",DL,17,,8,8.2%,0%,52.6,57,73,94.9,-1.3
305,ARI,"Trey Benson",RB,17,12.09,8,4.7%,29%,85.1,108,93,203.6,-1.4
306,ATL,"Tyler Allgeier",RB,17,15.02,5,5.6%,37%,86,100,99,195.7,-1.4
307,DEN,"Zach Allen",DL,17,,12,7.7%,0%,59.3,67,69,97.8,-1.4
308,DEN,"Alex Singleton",LB,17,,12,7.7%,0%,66.4,149,111,165.9,-1.4
309,LAC,"Najee Harris",RB,16,12.03,12,-3.4%,56%,79.7,104,100,193.3,-1.5
310,NYG,"New York Giants",DEF,17,23.05,14,-8.3%,0%,91,104,99,123.6,-1.5
311,MIN,"Adam Thielen",WR,17,15.03,6,-0.6%,75%,103.2,119,131,177.7,-1.7
312,DEN,"Troy Franklin",WR,17,22.06,12,-1.3%,10%,93.1,86,115,237.9,-1.7
313,JAC,"Travon Walker",DL,17,,8,4.6%,20%,58.5,63,69,96.3,-1.7
314,TB,"Tampa Bay Buccaneers",DEF,17,22.08,9,-2.2%,0%,92.1,98,102,120.7,-1.7
315,CLE,"Cleveland Browns",DEF,17,34.09,9,-7.3%,0%,93.1,95,101,123.5,-1.7
316,NYG,"Bobby Okereke",LB,16,,14,-8.3%,0%,90.5,149,107,159.8,-1.8
317,BUF,"Taylor Rapp",DB,17,,7,9%,0%,70.3,98,94,121.8,-1.8
318,BUF,"Taron Johnson",DB,17,,7,9%,0%,73.3,99,92,123.7,-1.8
319,DEN,"Jonathon Cooper",DL,17,,12,7.7%,0%,58.1,72,73,87.2,-1.9
320,TB,"Yaya Diaby",DL,17,,9,-2.2%,0%,57.1,74,71,91.3,-2.1
321,PHI,"Reed Blankenship",DB,17,,9,-6.1%,0%,66.4,111,83,145.2,-2.1
322,LAR,"Omar Speights",LB,17,,8,-0.6%,0%,84.6,,113,146.7,-2.1
323,IND,"Indianapolis Colts",DEF,17,33.05,11,9.6%,0%,87.7,94,96,121.5,-2.1
324,HOU,"Jalen Pitre",DB,17,,6,-3.4%,27%,71.5,114,95,118.3,-2.2
325,MIA,"Ollie Gordon II",RB,17,15.06,12,2.8%,0%,70.3,90,86,224.7,-2.3
326,BAL,"Justice Hill",RB,17,19.09,7,-4.3%,33%,89.9,90,117,147.2,-2.4
327,NYG,"Theo Johnson",TE,17,20.06,14,-5.9%,28%,118.3,131,139,225.4,-2.4
328,PHI,"Nolan Smith",DL,17,,9,-6.1%,11%,56.5,27,67,96.4,-2.4
329,BAL,"Marlon Humphrey",DB,17,,7,4.4%,32%,65.7,90,94,122,-2.4
330,SEA,"Leonard Williams",DL,17,,8,-0.5%,32%,57.8,62,72,86.7,-2.5
331,DEN,"Nik Bonitto",DL,17,,12,7.7%,0%,58,50,72,87,-2.5
332,MIA,"Bradley Chubb",DL,17,,12,-7.1%,30%,48,48,74,88.7,-2.5
333,DET,"Kerby Joseph",DB,17,,8,-5.4%,0%,75.6,97,89,124.5,-2.6
334,TEN,"Tyler Lockett",WR,17,20.05,10,1.2%,43%,101.2,115,118,191.9,-2.7
335,ATL,"Divine Deablo",LB,17,,5,-2.4%,28%,85.1,97,112,145.5,-2.8
336,BAL,"Malaki Starks",DB,17,,7,4.4%,0%,66.2,,88,132.3,-2.8
337,MIN,"Jonathan Allen",DL,17,,6,-3.3%,45%,53.5,66,71,89.1,-2.9
338,LVR,"Daniel Carlson",K,17,110.10,8,-3.6%,0%,136.7,138,147,167.6,-2.9
339,PIT,"Alex Highsmith",DL,16,,5,3.5%,0%,54.8,79,75,90.1,-3
340,CAR,"D.J. Wonnum",DL,17,,14,0.7%,0%,56.6,65,71,84.8,-3.1
341,CIN,"Cam Taylor-Britt",DB,17,,10,-11.8%,0%,71.1,95,84,133.8,-3.1
342,WAS,"Washington Commanders",DEF,17,18.11,12,5.7%,0%,87.4,101,96,120,-3.2
343,TEN,"Xavier Woods",DB,17,,10,10%,0%,65.1,84,93,117.2,-3.7
344,ARI,"Chad Ryland",K,17,99.03,8,4.2%,0%,133.6,142,144,169.6,-3.7
345,JAC,"Jacksonville Jaguars",DEF,17,34.01,8,4.6%,0%,87.7,83,96,117.6,-3.8
346,MIA,"Tyrel Dodson",LB,17,,12,-7.1%,0%,114.9,88,115,114.9,-3.8
347,CIN,"Daxton Hill",DB,17,,10,-11.8%,0%,68.5,97,91,118.7,-3.9
348,DEN,"Dre Greenlaw",LB,17,,12,7.7%,40%,73.1,45,104,164.9,-3.9
349,CAR,"Rico Dowdle",RB,17,16.09,14,3.4%,25%,73.1,100,91,178.1,-4
350,PHI,"Cooper DeJean",DB,17,,9,-6.1%,0%,69.5,49,83,132.5,-4
351,DEN,"Pat Bryant",WR,17,18.07,12,-1.3%,0%,83.9,95,108,215.1,-4.1
352,LVR,"Malcolm Koonce",DL,17,,8,10.4%,0%,49.2,79,67,91.1,-4.1
353,BUF,"Tyler Bass",K,17,21.08,7,3.7%,0%,132.5,155,140,171.6,-4.2
354,NO,"Carl Granderson",DL,17,,11,7.4%,0%,55.3,82,69,83,-4.3
355,SEA,"Tyrice Knight",LB,17,,8,-0.5%,0%,84,,110,143.6,-4.4
356,NYG,"Jevon Holland",DB,17,,14,-8.3%,25%,64.6,109,81,137.3,-4.4
357,GB,"Nate Hobbs",DB,17,,5,-4.4%,0%,67,104,84,129.9,-4.4
358,CHI,"Chicago Bears",DEF,17,34.12,5,-1.5%,0%,87,97,94,118.9,-4.4
359,GB,"Dontayvion Wicks",WR,17,24.06,5,-0.7%,63%,86,78,115,205.2,-4.5
360,CHI,"Roschon Johnson",RB,17,18.10,5,-3.4%,30%,64.5,80,90,185.3,-4.7
361,LVR,"Amari Cooper",WR,17,20.03,8,-0.8%,39%,88,110,109,192.3,-4.7
362,ATL,"Xavier Watts",DB,17,,5,-2.4%,0%,93,,93,93,-4.7
363,PIT,"Chris Boswell",K,17,17.01,5,-4%,0%,134.7,140,143,167.7,-4.7
364,JAC,"Dyami Brown",WR,17,21.11,8,-1.2%,25%,101.1,98,111,185.6,-4.9
